순위,영화명,평점,날짜
36,날씨의 아이,7.95,20210303
37,그레이트 뷰티,7.93,20210303
38,별을 쫓는 아이,7.92,20210303
39,철벽선생,7.77,20210303
40,어니스트 씨프,7.77,20210303
41,톰과 제리,7.75,20210303
42,미션 파서블,7.65,20210303
43,아메리칸 허슬,7.50,20210303
44,더블패티,7.28,20210303
45,은혼,7.20,20210303
46,새해전야,7.12,20210303
47,펭귄 하이웨이,6.71,20210303
48,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.56,20210303
49,카오스 워킹,6.30,20210303
50,몬스터 헌터,5.99,20210303
1,디지몬 어드벤처 라스트 에볼루션 : 인연,9.56,20210304
2,원더,9.51,20210304
3,극장판 바이올렛 에버가든,9.50,20210304
4,송가인 더 드라마,9.38,20210304
5,서유기 2 - 선리기연,9.36,20210304
6,부활: 그 증거,9.34,20210304
7,소울,9.31,20210304
8,엽기적인 그녀,9.30,20210304
9,반지의 제왕: 반지 원정대,9.28,20210304
10,극장판 귀멸의 칼날: 무한열차편,9.25,20210304
11,서유기 - 월광보합,9.21,20210304
12,해피 투게더,9.20,20210304
13,러브레터,9.12,20210304
14,싸이코,9.10,20210304
15,타오르는 여인의 초상,9.06,20210304
16,남매의 여름밤,8.96,20210304
17,러브 액츄얼리,8.93,20210304
18,중경삼림,8.90,20210304
19,람보-특별판,8.88,20210304
20,너의 이름은.,8.79,20210304
21,화양연화,8.79,20210304
22,찬실이는 복도 많지,8.73,20210304
23,현기증,8.72,20210304
24,캐롤,8.60,20210304
25,분노,8.55,20210304
26,세자매,8.53,20210304
27,아비정전,8.48,20210304
28,원챈스,8.32,20210304
29,미나리,8.24,20210304
30,비포 미드나잇,8.19,20210304
31,클로저,8.18,20210304
32,하나와 앨리스,8.11,20210304
33,해리 포터와 불의 잔,8.03,20210304
34,무드 인디고,8.02,20210304
35,일대종사,8.00,20210304
36,날씨의 아이,7.95,20210304
37,그레이트 뷰티,7.93,20210304
38,별을 쫓는 아이,7.92,20210304
39,철벽선생,7.77,20210304
40,톰과 제리,7.71,20210304
41,미션 파서블,7.64,20210304
42,더블패티,7.26,20210304
43,은혼,7.20,20210304
44,새해전야,7.12,20210304
45,펭귄 하이웨이,6.71,20210304
46,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.56,20210304
47,카오스 워킹,6.32,20210304
48,몬스터 헌터,5.97,20210304
1,디지몬 어드벤처 라스트 에볼루션 : 인연,9.56,20210305
2,원더,9.51,20210305
3,극장판 바이올렛 에버가든,9.50,20210305
4,송가인 더 드라마,9.38,20210305
5,서유기 2 - 선리기연,9.36,20210305
6,부활: 그 증거,9.34,20210305
7,소울,9.31,20210305
8,엽기적인 그녀,9.30,20210305
9,반지의 제왕: 반지 원정대,9.28,20210305
10,극장판 귀멸의 칼날: 무한열차편,9.25,20210305
11,서유기 - 월광보합,9.21,20210305
12,해피 투게더,9.20,20210305
13,러브레터,9.12,20210305
14,싸이코,9.10,20210305
15,타오르는 여인의 초상,9.06,20210305
16,남매의 여름밤,8.96,20210305
17,러브 액츄얼리,8.93,20210305
18,중경삼림,8.90,20210305
19,"나는 내일, 어제의 너와 만난다",8.90,20210305
20,람보-특별판,8.88,20210305
21,너의 이름은.,8.79,20210305
22,화양연화,8.79,20210305
23,찬실이는 복도 많지,8.73,20210305
24,현기증,8.72,20210305
25,캐롤,8.60,20210305
26,분노,8.55,20210305
27,세자매,8.54,20210305
28,그녀,8.53,20210305
29,아비정전,8.48,20210305
30,원챈스,8.32,20210305
31,미나리,8.21,20210305
32,제로 다크 서티,8.21,20210305
33,비포 미드나잇,8.19,20210305
34,클로저,8.18,20210305
35,하나와 앨리스,8.11,20210305
36,해리 포터와 불의 잔,8.03,20210305
37,무드 인디고,8.02,20210305
38,일대종사,8.00,20210305
39,날씨의 아이,7.95,20210305
40,그레이트 뷰티,7.93,20210305
41,별을 쫓는 아이,7.92,20210305
42,철벽선생,7.77,20210305
43,톰과 제리,7.68,20210305
44,미션 파서블,7.63,20210305
45,더블패티,7.24,20210305
46,은혼,7.20,20210305
47,새해전야,7.10,20210305
48,펭귄 하이웨이,6.71,20210305
49,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.56,20210305
50,카오스 워킹,6.31,20210305
1,디지몬 어드벤처 라스트 에볼루션 : 인연,9.56,20210306
2,원더,9.51,20210306
3,극장판 바이올렛 에버가든,9.50,20210306
4,서유기 2 - 선리기연,9.36,20210306
5,부활: 그 증거,9.34,20210306
6,송가인 더 드라마,9.34,20210306
7,소울,9.31,20210306
8,엽기적인 그녀,9.30,20210306
9,반지의 제왕: 반지 원정대,9.28,20210306
10,극장판 귀멸의 칼날: 무한열차편,9.26,20210306
11,서유기 - 월광보합,9.21,20210306
12,해피 투게더,9.20,20210306
13,러브레터,9.12,20210306
14,싸이코,9.10,20210306
15,라야와 마지막 드래곤,9.09,20210306
16,타오르는 여인의 초상,9.06,20210306
17,남매의 여름밤,8.96,20210306
18,러브 액츄얼리,8.93,20210306
19,중경삼림,8.91,20210306
20,"나는 내일, 어제의 너와 만난다",8.91,20210306
21,람보-특별판,8.87,20210306
22,너의 이름은.,8.79,20210306
23,화양연화,8.79,20210306
24,찬실이는 복도 많지,8.73,20210306
25,현기증,8.72,20210306
26,캐롤,8.60,20210306
27,분노,8.55,20210306
28,세자매,8.54,20210306
29,그녀,8.53,20210306
30,아비정전,8.48,20210306
31,원챈스,8.32,20210306
32,제로 다크 서티,8.21,20210306
33,비포 미드나잇,8.19,20210306
34,클로저,8.18,20210306
35,하나와 앨리스,8.11,20210306
36,미나리,8.05,20210306
37,해리 포터와 불의 잔,8.03,20210306
38,무드 인디고,8.02,20210306
39,일대종사,8.00,20210306
40,날씨의 아이,7.95,20210306
41,그레이트 뷰티,7.93,20210306
42,별을 쫓는 아이,7.92,20210306
43,철벽선생,7.77,20210306
44,톰과 제리,7.68,20210306
45,미션 파서블,7.62,20210306
46,은혼,7.20,20210306
47,더블패티,7.18,20210306
48,새해전야,7.09,20210306
49,펭귄 하이웨이,6.72,20210306
50,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.56,20210306
1,원더,9.51,20210307
2,극장판 바이올렛 에버가든,9.50,20210307
3,서유기 2 - 선리기연,9.36,20210307
4,부활: 그 증거,9.34,20210307
5,송가인 더 드라마,9.34,20210307
6,소울,9.31,20210307
7,엽기적인 그녀,9.30,20210307
8,반지의 제왕: 반지 원정대,9.28,20210307
9,극장판 귀멸의 칼날: 무한열차편,9.27,20210307
10,라야와 마지막 드래곤,9.21,20210307
11,서유기 - 월광보합,9.21,20210307
12,해피 투게더,9.20,20210307
13,러브레터,9.12,20210307
14,싸이코,9.10,20210307
15,타오르는 여인의 초상,9.06,20210307
16,러브 액츄얼리,8.93,20210307
17,중경삼림,8.92,20210307
18,"나는 내일, 어제의 너와 만난다",8.91,20210307
19,람보-특별판,8.88,20210307
20,너의 이름은.,8.79,20210307
21,화양연화,8.79,20210307
22,찬실이는 복도 많지,8.74,20210307
23,캐롤,8.60,20210307
24,분노,8.55,20210307
25,세자매,8.54,20210307
26,그녀,8.53,20210307
27,아비정전,8.48,20210307
28,원챈스,8.32,20210307
29,제로 다크 서티,8.21,20210307
30,비포 미드나잇,8.19,20210307
31,클로저,8.18,20210307
32,하나와 앨리스,8.11,20210307
33,해리 포터와 불의 잔,8.03,20210307
34,무드 인디고,8.02,20210307
35,일대종사,8.00,20210307
36,날씨의 아이,7.95,20210307
37,미나리,7.94,20210307
38,그레이트 뷰티,7.93,20210307
39,별을 쫓는 아이,7.92,20210307
40,퍼펙트 케어,7.78,20210307
41,철벽선생,7.77,20210307
42,톰과 제리,7.69,20210307
43,미션 파서블,7.61,20210307
44,은혼,7.20,20210307
45,더블패티,7.16,20210307
46,새해전야,7.08,20210307
47,펭귄 하이웨이,6.71,20210307
48,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.56,20210307
49,카오스 워킹,6.27,20210307
50,몬스터 헌터,5.95,20210307
1,원더,9.51,20210308
2,극장판 바이올렛 에버가든,9.50,20210308
3,동주,9.37,20210308
4,서유기 2 - 선리기연,9.36,20210308
5,부활: 그 증거,9.34,20210308
6,소울,9.31,20210308
7,엽기적인 그녀,9.30,20210308
8,"나, 다니엘 블레이크",9.28,20210308
9,극장판 귀멸의 칼날: 무한열차편,9.27,20210308
10,똥파리,9.22,20210308
11,서유기 - 월광보합,9.21,20210308
12,해피 투게더,9.20,20210308
13,라야와 마지막 드래곤,9.18,20210308
14,러브레터,9.12,20210308
15,싸이코,9.10,20210308
16,타오르는 여인의 초상,9.06,20210308
17,더 헌트,8.97,20210308
18,남매의 여름밤,8.96,20210308
19,러브 액츄얼리,8.93,20210308
20,중경삼림,8.92,20210308
21,"나는 내일, 어제의 너와 만난다",8.91,20210308
22,람보-특별판,8.88,20210308
23,달라스 바이어스 클럽,8.79,20210308
24,너의 이름은.,8.79,20210308
25,화양연화,8.79,20210308
26,더 포스트,8.76,20210308
27,찬실이는 복도 많지,8.74,20210308
28,"당신, 거기 있어줄래요",8.71,20210308
29,캐롤,8.60,20210308
30,분노,8.55,20210308
31,세자매,8.54,20210308
32,그녀,8.53,20210308
33,아비정전,8.48,20210308
34,원챈스,8.32,20210308
35,제로 다크 서티,8.21,20210308
36,비포 미드나잇,8.19,20210308
37,클로저,8.18,20210308
38,하나와 앨리스,8.11,20210308
39,해리 포터와 불의 잔,8.03,20210308
40,무드 인디고,8.02,20210308
41,일대종사,8.00,20210308
42,날씨의 아이,7.95,20210308
43,미나리,7.94,20210308
44,별을 쫓는 아이,7.92,20210308
45,철벽선생,7.77,20210308
46,퍼펙트 케어,7.68,20210308
47,톰과 제리,7.68,20210308
48,미션 파서블,7.62,20210308
49,은혼,7.20,20210308
50,더블패티,7.14,20210308
1,원더,9.51,20210309
2,극장판 바이올렛 에버가든,9.50,20210309
3,동주,9.37,20210309
4,서유기 2 - 선리기연,9.36,20210309
5,부활: 그 증거,9.34,20210309
6,소울,9.31,20210309
7,엽기적인 그녀,9.29,20210309
8,"나, 다니엘 블레이크",9.28,20210309
9,극장판 귀멸의 칼날: 무한열차편,9.27,20210309
10,똥파리,9.22,20210309
11,서유기 - 월광보합,9.21,20210309
12,해피 투게더,9.20,20210309
13,라야와 마지막 드래곤,9.19,20210309
14,러브레터,9.12,20210309
15,싸이코,9.10,20210309
16,타오르는 여인의 초상,9.06,20210309
17,더 헌트,8.97,20210309
18,남매의 여름밤,8.95,20210309
19,러브 액츄얼리,8.93,20210309
20,중경삼림,8.92,20210309
21,"나는 내일, 어제의 너와 만난다",8.91,20210309
22,람보-특별판,8.88,20210309
23,달라스 바이어스 클럽,8.79,20210309
24,너의 이름은.,8.79,20210309
25,화양연화,8.79,20210309
26,더 포스트,8.76,20210309
27,찬실이는 복도 많지,8.74,20210309
28,"당신, 거기 있어줄래요",8.71,20210309
29,캐롤,8.60,20210309
30,분노,8.55,20210309
31,세자매,8.54,20210309
32,그녀,8.53,20210309
33,아비정전,8.48,20210309
34,원챈스,8.32,20210309
35,제로 다크 서티,8.21,20210309
36,비포 미드나잇,8.19,20210309
37,클로저,8.18,20210309
38,하나와 앨리스,8.11,20210309
39,해리 포터와 불의 잔,8.03,20210309
40,무드 인디고,8.02,20210309
41,일대종사,8.00,20210309
42,날씨의 아이,7.95,20210309
43,미나리,7.92,20210309
44,별을 쫓는 아이,7.92,20210309
45,철벽선생,7.77,20210309
46,퍼펙트 케어,7.67,20210309
47,톰과 제리,7.66,20210309
48,미션 파서블,7.62,20210309
49,은혼,7.20,20210309
50,더블패티,7.14,20210309
1,원더,9.51,20210310
2,극장판 바이올렛 에버가든,9.49,20210310
3,동주,9.37,20210310
4,서유기 2 - 선리기연,9.36,20210310
5,부활: 그 증거,9.34,20210310
6,소울,9.31,20210310
7,엽기적인 그녀,9.29,20210310
8,"나, 다니엘 블레이크",9.28,20210310
9,극장판 귀멸의 칼날: 무한열차편,9.28,20210310
10,똥파리,9.22,20210310
11,서유기 - 월광보합,9.21,20210310
12,해피 투게더,9.20,20210310
13,라야와 마지막 드래곤,9.16,20210310
14,러브레터,9.12,20210310
15,타오르는 여인의 초상,9.06,20210310
16,더 헌트,8.97,20210310
17,남매의 여름밤,8.95,20210310
18,러브 액츄얼리,8.93,20210310
19,중경삼림,8.93,20210310
20,"나는 내일, 어제의 너와 만난다",8.91,20210310
21,람보-특별판,8.88,20210310
22,달라스 바이어스 클럽,8.79,20210310
23,너의 이름은.,8.79,20210310
24,화양연화,8.79,20210310
25,더 포스트,8.76,20210310
26,찬실이는 복도 많지,8.74,20210310
27,"당신, 거기 있어줄래요",8.71,20210310
28,분노,8.55,20210310
29,세자매,8.54,20210310
30,그녀,8.53,20210310
31,아비정전,8.48,20210310
32,원챈스,8.32,20210310
33,제로 다크 서티,8.21,20210310
34,비포 미드나잇,8.19,20210310
35,클로저,8.19,20210310
36,하나와 앨리스,8.11,20210310
37,해리 포터와 불의 잔,8.03,20210310
38,무드 인디고,8.02,20210310
39,일대종사,8.00,20210310
40,날씨의 아이,7.95,20210310
41,미나리,7.94,20210310
42,별을 쫓는 아이,7.92,20210310
43,철벽선생,7.77,20210310
44,톰과 제리,7.67,20210310
45,미션 파서블,7.62,20210310
46,퍼펙트 케어,7.59,20210310
47,은혼,7.20,20210310
48,더블패티,7.15,20210310
49,새해전야,7.05,20210310
50,펭귄 하이웨이,6.71,20210310
1,극장판 바이올렛 에버가든,9.49,20210311
2,동주,9.37,20210311
3,서유기 2 - 선리기연,9.36,20210311
4,부활: 그 증거,9.34,20210311
5,소울,9.31,20210311
6,"나, 다니엘 블레이크",9.28,20210311
7,극장판 귀멸의 칼날: 무한열차편,9.28,20210311
8,반지의 제왕: 반지 원정대,9.28,20210311
9,똥파리,9.22,20210311
10,서유기 - 월광보합,9.21,20210311
11,해피 투게더,9.20,20210311
12,라야와 마지막 드래곤,9.16,20210311
13,러브레터,9.12,20210311
14,타오르는 여인의 초상,9.06,20210311
15,더 헌트,8.97,20210311
16,러브 액츄얼리,8.93,20210311
17,중경삼림,8.93,20210311
18,"나는 내일, 어제의 너와 만난다",8.91,20210311
19,람보-특별판,8.88,20210311
20,달라스 바이어스 클럽,8.79,20210311
21,너의 이름은.,8.79,20210311
22,화양연화,8.78,20210311
23,더 포스트,8.76,20210311
24,찬실이는 복도 많지,8.74,20210311
25,"당신, 거기 있어줄래요",8.71,20210311
26,분노,8.55,20210311
27,세자매,8.55,20210311
28,그녀,8.53,20210311
29,아비정전,8.48,20210311
30,허트 로커,8.43,20210311
31,원챈스,8.32,20210311
32,제로 다크 서티,8.21,20210311
33,비포 미드나잇,8.19,20210311
34,클로저,8.19,20210311
35,하나와 앨리스,8.11,20210311
36,해리 포터와 불의 잔,8.03,20210311
37,무드 인디고,8.02,20210311
38,일대종사,8.00,20210311
39,날씨의 아이,7.95,20210311
40,미나리,7.92,20210311
41,별을 쫓는 아이,7.92,20210311
42,철벽선생,7.77,20210311
43,톰과 제리,7.67,20210311
44,퍼펙트 케어,7.62,20210311
45,미션 파서블,7.62,20210311
46,은혼,7.20,20210311
47,펭귄 하이웨이,6.71,20210311
48,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.56,20210311
49,불한당: 나쁜 놈들의 세상,6.43,20210311
50,카오스 워킹,6.26,20210311
1,극장판 바이올렛 에버가든,9.49,20210312
2,동주,9.37,20210312
3,서유기 2 - 선리기연,9.36,20210312
4,부활: 그 증거,9.34,20210312
5,소울,9.31,20210312
6,극장판 귀멸의 칼날: 무한열차편,9.29,20210312
7,"나, 다니엘 블레이크",9.28,20210312
8,반지의 제왕: 반지 원정대,9.28,20210312
9,똥파리,9.22,20210312
10,서유기 - 월광보합,9.21,20210312
11,해피 투게더,9.20,20210312
12,라야와 마지막 드래곤,9.14,20210312
13,러브레터,9.12,20210312
14,타오르는 여인의 초상,9.06,20210312
15,더 헌트,8.97,20210312
16,러브 액츄얼리,8.93,20210312
17,중경삼림,8.93,20210312
18,"나는 내일, 어제의 너와 만난다",8.91,20210312
19,파이터,8.84,20210312
20,달라스 바이어스 클럽,8.79,20210312
21,너의 이름은.,8.79,20210312
22,화양연화,8.78,20210312
23,더 포스트,8.76,20210312
24,찬실이는 복도 많지,8.74,20210312
25,"당신, 거기 있어줄래요",8.71,20210312
26,분노,8.55,20210312
27,세자매,8.55,20210312
28,그녀,8.53,20210312
29,아비정전,8.48,20210312
30,허트 로커,8.43,20210312
31,원챈스,8.32,20210312
32,제로 다크 서티,8.21,20210312
33,비포 미드나잇,8.19,20210312
34,클로저,8.19,20210312
35,하나와 앨리스,8.11,20210312
36,해리 포터와 불의 잔,8.03,20210312
37,무드 인디고,8.02,20210312
38,일대종사,8.00,20210312
39,날씨의 아이,7.95,20210312
40,별을 쫓는 아이,7.92,20210312
41,미나리,7.91,20210312
42,철벽선생,7.77,20210312
43,톰과 제리,7.67,20210312
44,퍼펙트 케어,7.63,20210312
45,미션 파서블,7.61,20210312
46,은혼,7.20,20210312
47,펭귄 하이웨이,6.71,20210312
48,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.55,20210312
49,불한당: 나쁜 놈들의 세상,6.43,20210312
50,카오스 워킹,6.28,20210312
1,극장판 바이올렛 에버가든,9.49,20210313
2,동주,9.37,20210313
3,서유기 2 - 선리기연,9.36,20210313
4,부활: 그 증거,9.34,20210313
5,소울,9.31,20210313
6,극장판 귀멸의 칼날: 무한열차편,9.29,20210313
7,"나, 다니엘 블레이크",9.28,20210313
8,반지의 제왕: 반지 원정대,9.28,20210313
9,똥파리,9.22,20210313
10,해피 투게더,9.21,20210313
11,서유기 - 월광보합,9.21,20210313
12,라야와 마지막 드래곤,9.17,20210313
13,러브레터,9.12,20210313
14,타오르는 여인의 초상,9.06,20210313
15,더 헌트,8.97,20210313
16,러브 액츄얼리,8.93,20210313
17,중경삼림,8.93,20210313
18,"나는 내일, 어제의 너와 만난다",8.91,20210313
19,파이터,8.84,20210313
20,달라스 바이어스 클럽,8.79,20210313
21,너의 이름은.,8.79,20210313
22,화양연화,8.79,20210313
23,더 포스트,8.76,20210313
24,찬실이는 복도 많지,8.74,20210313
25,"당신, 거기 있어줄래요",8.71,20210313
26,세자매,8.55,20210313
27,분노,8.55,20210313
28,그녀,8.53,20210313
29,아비정전,8.48,20210313
30,허트 로커,8.43,20210313
31,원챈스,8.32,20210313
32,제로 다크 서티,8.21,20210313
33,비포 미드나잇,8.19,20210313
34,클로저,8.19,20210313
35,하나와 앨리스,8.11,20210313
36,해리 포터와 불의 잔,8.03,20210313
37,무드 인디고,8.02,20210313
38,일대종사,8.00,20210313
39,날씨의 아이,7.95,20210313
40,미나리,7.92,20210313
41,별을 쫓는 아이,7.91,20210313
42,철벽선생,7.77,20210313
43,톰과 제리,7.66,20210313
44,미션 파서블,7.60,20210313
45,퍼펙트 케어,7.58,20210313
46,은혼,7.20,20210313
47,펭귄 하이웨이,6.71,20210313
48,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.55,20210313
49,불한당: 나쁜 놈들의 세상,6.43,20210313
50,카오스 워킹,6.29,20210313
1,극장판 바이올렛 에버가든,9.49,20210314
2,동주,9.37,20210314
3,서유기 2 - 선리기연,9.36,20210314
4,부활: 그 증거,9.34,20210314
5,소울,9.31,20210314
6,극장판 귀멸의 칼날: 무한열차편,9.29,20210314
7,"나, 다니엘 블레이크",9.28,20210314
8,반지의 제왕: 반지 원정대,9.28,20210314
9,똥파리,9.22,20210314
10,라야와 마지막 드래곤,9.21,20210314
11,해피 투게더,9.21,20210314
12,서유기 - 월광보합,9.21,20210314
13,러브레터,9.12,20210314
14,타오르는 여인의 초상,9.06,20210314
15,더 헌트,8.97,20210314
16,러브 액츄얼리,8.93,20210314
17,중경삼림,8.93,20210314
18,"나는 내일, 어제의 너와 만난다",8.91,20210314
19,파이터,8.84,20210314
20,달라스 바이어스 클럽,8.79,20210314
21,너의 이름은.,8.79,20210314
22,화양연화,8.79,20210314
23,더 포스트,8.76,20210314
24,찬실이는 복도 많지,8.74,20210314
25,"당신, 거기 있어줄래요",8.71,20210314
26,세자매,8.56,20210314
27,분노,8.55,20210314
28,그녀,8.53,20210314
29,아비정전,8.48,20210314
30,허트 로커,8.43,20210314
31,원챈스,8.32,20210314
32,제로 다크 서티,8.21,20210314
33,비포 미드나잇,8.19,20210314
34,클로저,8.19,20210314
35,하나와 앨리스,8.11,20210314
36,해리 포터와 불의 잔,8.03,20210314
37,무드 인디고,8.02,20210314
38,일대종사,8.00,20210314
39,날씨의 아이,7.95,20210314
40,별을 쫓는 아이,7.91,20210314
41,미나리,7.91,20210314
42,철벽선생,7.77,20210314
43,톰과 제리,7.65,20210314
44,미션 파서블,7.52,20210314
45,퍼펙트 케어,7.51,20210314
46,은혼,7.20,20210314
47,펭귄 하이웨이,6.71,20210314
48,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.55,20210314
49,불한당: 나쁜 놈들의 세상,6.43,20210314
50,카오스 워킹,6.29,20210314
1,극장판 바이올렛 에버가든,9.49,20210315
2,동주,9.37,20210315
3,서유기 2 - 선리기연,9.36,20210315
4,부활: 그 증거,9.34,20210315
5,소울,9.31,20210315
6,극장판 귀멸의 칼날: 무한열차편,9.29,20210315
7,"나, 다니엘 블레이크",9.28,20210315
8,반지의 제왕: 반지 원정대,9.28,20210315
9,똥파리,9.22,20210315
10,해피 투게더,9.21,20210315
11,서유기 - 월광보합,9.21,20210315
12,라야와 마지막 드래곤,9.18,20210315
13,러브레터,9.12,20210315
14,극장판 쿠로코의 농구 라스트 게임,9.09,20210315
15,타오르는 여인의 초상,9.06,20210315
16,더 헌트,8.97,20210315
17,극장판 소드 아트 온라인 -오디널 스케일-,8.94,20210315
18,러브 액츄얼리,8.93,20210315
19,중경삼림,8.93,20210315
20,"나는 내일, 어제의 너와 만난다",8.91,20210315
21,파이터,8.84,20210315
22,달라스 바이어스 클럽,8.79,20210315
23,너의 이름은.,8.79,20210315
24,화양연화,8.79,20210315
25,더 포스트,8.76,20210315
26,찬실이는 복도 많지,8.74,20210315
27,"당신, 거기 있어줄래요",8.71,20210315
28,세자매,8.55,20210315
29,분노,8.55,20210315
30,그녀,8.53,20210315
31,러브 라이브! 더 스쿨 아이돌 무비,8.51,20210315
32,아비정전,8.48,20210315
33,허트 로커,8.43,20210315
34,콜드 워,8.26,20210315
35,제로 다크 서티,8.21,20210315
36,비포 미드나잇,8.19,20210315
37,클로저,8.19,20210315
38,하나와 앨리스,8.11,20210315
39,해리 포터와 불의 잔,8.03,20210315
40,무드 인디고,8.02,20210315
41,일대종사,8.00,20210315
42,날씨의 아이,7.95,20210315
43,미나리,7.91,20210315
44,철벽선생,7.77,20210315
45,톰과 제리,7.64,20210315
46,퍼펙트 케어,7.52,20210315
47,미션 파서블,7.48,20210315
48,은혼,7.20,20210315
49,펭귄 하이웨이,6.71,20210315
50,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.55,20210315
1,극장판 바이올렛 에버가든,9.49,20210316
2,동주,9.37,20210316
3,서유기 2 - 선리기연,9.36,20210316
4,부활: 그 증거,9.34,20210316
5,소울,9.31,20210316
6,극장판 귀멸의 칼날: 무한열차편,9.30,20210316
7,"나, 다니엘 블레이크",9.28,20210316
8,반지의 제왕: 반지 원정대,9.28,20210316
9,똥파리,9.22,20210316
10,해피 투게더,9.21,20210316
11,서유기 - 월광보합,9.21,20210316
12,라야와 마지막 드래곤,9.17,20210316
13,러브레터,9.12,20210316
14,극장판 쿠로코의 농구 라스트 게임,9.09,20210316
15,타오르는 여인의 초상,9.06,20210316
16,더 헌트,8.97,20210316
17,극장판 소드 아트 온라인 -오디널 스케일-,8.94,20210316
18,러브 액츄얼리,8.93,20210316
19,중경삼림,8.93,20210316
20,"나는 내일, 어제의 너와 만난다",8.91,20210316
21,파이터,8.84,20210316
22,달라스 바이어스 클럽,8.79,20210316
23,너의 이름은.,8.79,20210316
24,화양연화,8.79,20210316
25,더 포스트,8.76,20210316
26,찬실이는 복도 많지,8.74,20210316
27,"당신, 거기 있어줄래요",8.71,20210316
28,분노,8.55,20210316
29,세자매,8.55,20210316
30,그녀,8.53,20210316
31,러브 라이브! 더 스쿨 아이돌 무비,8.51,20210316
32,아비정전,8.48,20210316
33,허트 로커,8.43,20210316
34,콜드 워,8.26,20210316
35,제로 다크 서티,8.21,20210316
36,비포 미드나잇,8.19,20210316
37,클로저,8.19,20210316
38,하나와 앨리스,8.11,20210316
39,해리 포터와 불의 잔,8.03,20210316
40,무드 인디고,8.02,20210316
41,일대종사,8.00,20210316
42,날씨의 아이,7.95,20210316
43,미나리,7.90,20210316
44,철벽선생,7.77,20210316
45,열혈남아,7.72,20210316
46,톰과 제리,7.63,20210316
47,퍼펙트 케어,7.52,20210316
48,미션 파서블,7.45,20210316
49,은혼,7.20,20210316
50,펭귄 하이웨이,6.71,20210316
1,극장판 바이올렛 에버가든,9.49,20210317
2,동주,9.37,20210317
3,서유기 2 - 선리기연,9.36,20210317
4,부활: 그 증거,9.34,20210317
5,소울,9.31,20210317
6,극장판 귀멸의 칼날: 무한열차편,9.30,20210317
7,"나, 다니엘 블레이크",9.28,20210317
8,반지의 제왕: 반지 원정대,9.28,20210317
9,똥파리,9.22,20210317
10,러빙 빈센트,9.22,20210317
11,해피 투게더,9.21,20210317
12,서유기 - 월광보합,9.21,20210317
13,라야와 마지막 드래곤,9.17,20210317
14,러브레터,9.12,20210317
15,극장판 쿠로코의 농구 라스트 게임,9.09,20210317
16,타오르는 여인의 초상,9.06,20210317
17,더 헌트,8.97,20210317
18,극장판 소드 아트 온라인 -오디널 스케일-,8.94,20210317
19,러브 액츄얼리,8.93,20210317
20,중경삼림,8.93,20210317
21,"나는 내일, 어제의 너와 만난다",8.91,20210317
22,파이터,8.84,20210317
23,달라스 바이어스 클럽,8.79,20210317
24,너의 이름은.,8.79,20210317
25,화양연화,8.79,20210317
26,더 포스트,8.76,20210317
27,찬실이는 복도 많지,8.74,20210317
28,"당신, 거기 있어줄래요",8.71,20210317
29,세자매,8.56,20210317
30,분노,8.55,20210317
31,그녀,8.53,20210317
32,러브 라이브! 더 스쿨 아이돌 무비,8.51,20210317
33,아비정전,8.48,20210317
34,허트 로커,8.43,20210317
35,콜드 워,8.26,20210317
36,비포 미드나잇,8.19,20210317
37,클로저,8.19,20210317
38,하나와 앨리스,8.11,20210317
39,해리 포터와 불의 잔,8.03,20210317
40,무드 인디고,8.02,20210317
41,일대종사,8.00,20210317
42,날씨의 아이,7.95,20210317
43,미나리,7.89,20210317
44,철벽선생,7.77,20210317
45,열혈남아,7.72,20210317
46,톰과 제리,7.63,20210317
47,미션 파서블,7.44,20210317
48,펭귄 하이웨이,6.71,20210317
49,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.55,20210317
50,불한당: 나쁜 놈들의 세상,6.43,20210317
1,극장판 바이올렛 에버가든,9.49,20210318
2,반지의 제왕: 왕의 귀환,9.37,20210318
3,동주,9.37,20210318
4,서유기 2 - 선리기연,9.36,20210318
5,반지의 제왕: 두 개의 탑,9.35,20210318
6,부활: 그 증거,9.34,20210318
7,소울,9.30,20210318
8,극장판 귀멸의 칼날: 무한열차편,9.30,20210318
9,반지의 제왕: 반지 원정대,9.29,20210318
10,"나, 다니엘 블레이크",9.28,20210318
11,똥파리,9.22,20210318
12,러빙 빈센트,9.22,20210318
13,해피 투게더,9.21,20210318
14,서유기 - 월광보합,9.21,20210318
15,라야와 마지막 드래곤,9.16,20210318
16,러브레터,9.12,20210318
17,극장판 쿠로코의 농구 라스트 게임,9.09,20210318
18,타오르는 여인의 초상,9.06,20210318
